step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
55,val,0.1314528917237067,0.11969974325245435,0.011753148471252353,0.0,0.0,0.0,0.0,0.0,0.0
56,train,0.12609473777606486,0.11431967127906591,0.01177506649699896,0.0,0.0,0.0,0.0,0.0,0.0
56,val,0.12787354409908377,0.11608442252351185,0.011789121575571892,0.0,0.0,0.0,0.0,0.0,0.0
57,train,0.12286265763128952,0.11112042911641698,0.011742228514872577,0.0,0.0,0.0,0.0,0.0,0.0
57,val,0.13108754255936672,0.11936494082750837,0.011722601731858386,0.0,0.0,0.0,0.0,0.0,0.0
58,train,0.12775317813459575,0.11603128528070117,0.011721892853894585,0.0,0.0,0.0,0.0,0.0,0.0
58,val,0.13382885798913896,0.1221070780171198,0.011721779972019186,0.0,0.0,0.0,0.0,0.0,0.0
59,train,0.12460667405558716,0.11284549671046835,0.011761177345118778,0.0,0.0,0.0,0.0,0.0,0.0
59,val,0.13321844935953997,0.12143499572303643,0.011783453636503561,0.0,0.0,0.0,0.0,0.0,0.0
60,train,0.13049677092177572,0.11868933262607145,0.011807438295704275,0.0,0.0,0.0,0.0,0.0,0.0
60,val,0.1367910118988586,0.12504356448390866,0.01174744741494993,0.0,0.0,0.0,0.0,0.0,0.0
61,train,0.12578434339531375,0.11404551099360295,0.011738832401710801,0.0,0.0,0.0,0.0,0.0,0.0
61,val,0.1259440782100685,0.11408036867872488,0.011863709531343638,0.0,0.0,0.0,0.0,0.0,0.0
62,train,0.12913719149054217,0.11719562882720272,0.011941562663339442,0.0,0.0,0.0,0.0,0.0,0.0
62,val,0.12429333930514887,0.11245797292529885,0.011835366379850007,0.0,0.0,0.0,0.0,0.0,0.0
63,train,0.12078154400229113,0.10892401331121722,0.01185753069107393,0.0,0.0,0.0,0.0,0.0,0.0
63,val,0.1266248046960322,0.11473176753774438,0.011893037158287822,0.0,0.0,0.0,0.0,0.0,0.0
64,train,0.1269708165351919,0.1151660039147659,0.011804812620425995,0.0,0.0,0.0,0.0,0.0,0.0
64,val,0.13440298358939493,0.12263600759765671,0.011766975991738225,0.0,0.0,0.0,0.0,0.0,0.0
65,train,0.12143633726005397,0.10966277551478427,0.011773561745269667,0.0,0.0,0.0,0.0,0.0,0.0
65,val,0.13695202838356707,0.12512340037756642,0.011828628006000591,0.0,0.0,0.0,0.0,0.0,0.0
66,train,0.1292837116395498,0.11746719143923955,0.011816520200310304,0.0,0.0,0.0,0.0,0.0,0.0
66,val,0.13540889081607962,0.12372754941035449,0.01168134140572514,0.0,0.0,0.0,0.0,0.0,0.0
67,train,0.12839495572706416,0.11662902074329422,0.01176593498376993,0.0,0.0,0.0,0.0,0.0,0.0
67,val,0.12557836180645313,0.11378154248591661,0.011796819320536443,0.0,0.0,0.0,0.0,0.0,0.0
68,train,0.12648592429174468,0.11461686791178756,0.011869056379957136,0.0,0.0,0.0,0.0,0.0,0.0
68,val,0.12897971110272158,0.11715185534493985,0.011827855757781742,0.0,0.0,0.0,0.0,0.0,0.0
69,train,0.13819436126490353,0.1263727269371933,0.011821634327710249,0.0,0.0,0.0,0.0,0.0,0.0
69,val,0.12964060675910064,0.11772852014187384,0.011912086617226864,0.0,0.0,0.0,0.0,0.0,0.0
70,train,0.1255559950685395,0.11356685037699464,0.011989144691544884,0.0,0.0,0.0,0.0,0.0,0.0
70,val,0.13063468526990504,0.1186359772185797,0.01199870805132534,0.0,0.0,0.0,0.0,0.0,0.0
71,train,0.13090978082938756,0.11898490414776657,0.011924876681621024,0.0,0.0,0.0,0.0,0.0,0.0
71,val,0.1233712636927356,0.11142587821172047,0.011945385481015168,0.0,0.0,0.0,0.0,0.0,0.0
